index,GRID_ID,score_lu,score_emp,score_est,score_ind,score_fac,fq
3499,CG-49,2.0,3.0,3.0,3.0,0.0,4.35
3500,CH-49,3.0,2.0,3.0,2.0,0.0,3.65
3501,CI-49,1.0,0.0,0.0,0.0,0.0,0.3
3502,CJ-49,0.0,1.0,1.0,1.0,0.0,1.25
3503,CK-49,1.0,2.0,3.0,3.0,0.0,3.55
3504,CL-49,0.0,2.0,2.0,1.0,0.0,2.0
3505,CM-49,0.0,1.0,1.0,0.0,0.0,0.75
3506,CN-49,0.0,2.0,1.0,2.0,0.0,2.25
3507,CO-49,2.0,2.0,2.0,2.0,0.0,3.1
3508,CP-49,0.0,2.0,2.0,0.0,0.0,1.5
3509,CQ-49,0.0,1.0,1.0,0.0,0.0,0.75
3510,CR-49,1.0,1.0,2.0,0.0,0.0,1.3
3511,CS-49,0.0,1.0,2.0,0.0,0.0,1.0
3512,CT-49,0.0,3.0,2.0,3.0,0.0,3.5
3513,CU-49,2.0,2.0,1.0,2.0,0.0,2.85
3514,CV-49,0.0,1.0,1.0,0.0,0.0,0.75
3515,CW-49,1.0,1.0,1.0,1.0,0.0,1.55
3516,CY-49,0.0,0.0,0.0,0.0,0.0,0.0
3517,CZ-49,0.0,1.0,1.0,0.0,0.0,0.75
3518,DG-49,0.0,0.0,0.0,0.0,0.0,0.0
3519,DH-49,0.0,1.0,1.0,0.0,0.0,0.75
3520,DI-49,1.0,1.0,0.0,0.0,0.0,0.8
3521,DJ-49,1.0,0.0,0.0,0.0,0.0,0.3
3522,DK-49,0.0,1.0,1.0,1.0,0.0,1.25
3523,DL-49,0.0,1.0,1.0,0.0,0.0,0.75
3524,DM-49,0.0,0.0,0.0,0.0,0.0,0.0
3525,DN-49,0.0,1.0,1.0,1.0,0.0,1.25
3526,T-48,0.0,1.0,1.0,0.0,0.0,0.75
3527,X-48,0.0,1.0,1.0,0.0,0.0,0.75
3528,AB-48,0.0,1.0,1.0,0.0,0.0,0.75
3529,AJ-48,0.0,1.0,1.0,0.0,0.0,0.75
3530,AL-48,0.0,2.0,3.0,1.0,0.0,2.25
3531,AM-48,0.0,1.0,2.0,0.0,0.0,1.0
3532,AO-48,0.0,0.0,0.0,0.0,0.0,0.0
3533,AQ-48,1.0,2.0,2.0,1.0,0.0,2.3
3534,AR-48,0.0,3.0,1.0,0.0,0.0,1.75
3535,AS-48,1.0,1.0,1.0,0.0,0.0,1.05
3536,AT-48,1.0,1.0,1.0,1.0,0.0,1.55
3537,AU-48,2.0,4.0,3.0,1.0,0.0,3.85
3538,AV-48,2.0,3.0,1.0,1.0,0.0,2.85
3539,AW-48,1.0,2.0,2.0,2.0,0.0,2.8
3540,AX-48,1.0,1.0,1.0,0.0,0.0,1.05
3541,AY-48,0.0,2.0,3.0,0.0,0.0,1.75
3542,AZ-48,0.0,1.0,1.0,0.0,0.0,0.75
3543,BA-48,0.0,2.0,2.0,1.0,0.0,2.0
3544,BB-48,0.0,2.0,3.0,1.0,0.0,2.25
3545,BC-48,0.0,2.0,3.0,1.0,0.0,2.25
3546,BD-48,0.0,1.0,3.0,1.0,0.0,1.75
3547,BE-48,0.0,2.0,3.0,1.0,0.0,2.25
3548,BG-48,0.0,2.0,2.0,0.0,0.0,1.5
3549,BI-48,1.0,1.0,1.0,0.0,0.0,1.05
3550,BJ-48,0.0,1.0,1.0,0.0,0.0,0.75
3551,BO-48,0.0,1.0,1.0,0.0,0.0,0.75
3552,BP-48,0.0,1.0,1.0,0.0,0.0,0.75
3553,BQ-48,1.0,2.0,2.0,1.0,0.0,2.3
3554,BR-48,0.0,1.0,2.0,0.0,0.0,1.0
3555,BS-48,0.0,1.0,1.0,0.0,0.0,0.75
3556,BT-48,0.0,1.0,3.0,1.0,0.0,1.75
3557,BV-48,0.0,1.0,2.0,1.0,0.0,1.5
3558,BX-48,0.0,2.0,3.0,1.0,0.0,2.25
3559,BY-48,0.0,1.0,3.0,0.0,0.0,1.25
3560,BZ-48,0.0,1.0,2.0,0.0,0.0,1.0
3561,CA-48,0.0,1.0,3.0,1.0,0.0,1.75
3562,CB-48,0.0,1.0,3.0,1.0,0.0,1.75
3563,CC-48,0.0,2.0,4.0,0.0,0.0,2.0
3564,CE-48,1.0,1.0,3.0,0.0,0.0,1.55
3565,CF-48,0.0,1.0,2.0,0.0,0.0,1.0
3566,CH-48,1.0,2.0,3.0,1.0,0.0,2.55
3567,CI-48,3.0,2.0,3.0,2.0,0.0,3.65
3568,CJ-48,1.0,1.0,2.0,1.0,0.0,1.8
3569,CK-48,0.0,1.0,1.0,0.0,0.0,0.75
3570,CL-48,0.0,1.0,2.0,1.0,0.0,1.5
3571,CM-48,2.0,1.0,1.0,2.0,0.0,2.35
3572,CN-48,1.0,2.0,2.0,2.0,0.0,2.8
3573,CO-48,0.0,1.0,2.0,2.0,0.0,2.0
3574,CP-48,0.0,1.0,2.0,0.0,0.0,1.0
3575,CR-48,1.0,2.0,2.0,2.0,0.0,2.8
3576,CS-48,0.0,1.0,1.0,0.0,0.0,0.75
3577,CT-48,0.0,1.0,2.0,0.0,0.0,1.0
3578,CU-48,1.0,2.0,1.0,1.0,0.0,2.05
3579,CV-48,0.0,1.0,1.0,0.0,0.0,0.75
3580,CW-48,1.0,1.0,1.0,0.0,0.0,1.05
3581,CX-48,1.0,1.0,1.0,0.0,0.0,1.05
3582,CY-48,0.0,1.0,1.0,0.0,0.0,0.75
3583,CZ-48,0.0,1.0,1.0,0.0,0.0,0.75
3584,DI-48,0.0,1.0,1.0,0.0,0.0,0.75
3585,DJ-48,1.0,1.0,0.0,0.0,0.0,0.8
3586,DK-48,0.0,1.0,1.0,1.0,0.0,1.25
3587,DL-48,0.0,0.0,0.0,0.0,0.0,0.0
3588,DM-48,0.0,1.0,1.0,0.0,0.0,0.75
3589,DP-48,0.0,1.0,1.0,0.0,0.0,0.75
3590,R-47,0.0,1.0,1.0,0.0,0.0,0.75
3591,Y-47,0.0,1.0,1.0,0.0,0.0,0.75
3592,Z-47,1.0,1.0,1.0,1.0,0.0,1.55
3593,AB-47,0.0,1.0,1.0,0.0,0.0,0.75
3594,AJ-47,1.0,3.0,2.0,2.0,0.0,3.3
3595,AK-47,1.0,3.0,2.0,2.0,0.0,3.3
3596,AL-47,0.0,3.0,3.0,2.0,0.0,3.25
3597,AM-47,0.0,3.0,3.0,3.0,0.0,3.75
3598,AN-47,0.0,1.0,1.0,0.0,0.0,0.75
3599,AP-47,0.0,1.0,1.0,0.0,0.0,0.75
3600,AR-47,0.0,1.0,1.0,0.0,0.0,0.75
3601,AS-47,0.0,1.0,1.0,2.0,0.0,1.75
3602,AT-47,3.0,3.0,2.0,3.0,0.0,4.4
3603,AU-47,0.0,3.0,2.0,1.0,0.0,2.5
3604,CE-52,0.0,0.0,0.0,0.0,1.0,0.5
3605,CP-52,0.0,1.0,1.0,0.0,0.0,0.75
3606,CQ-52,0.0,1.0,0.0,0.0,0.0,0.5
3607,CR-52,0.0,1.0,1.0,0.0,0.0,0.75
3608,CU-52,0.0,0.0,0.0,0.0,0.0,0.0
3609,CV-52,0.0,1.0,2.0,1.0,0.0,1.5
3610,CY-52,0.0,1.0,2.0,0.0,0.0,1.0
3611,CZ-52,0.0,1.0,1.0,1.0,0.0,1.25
3612,DO-52,0.0,0.0,0.0,0.0,0.0,0.0
3613,DP-52,0.0,0.0,0.0,0.0,0.0,0.0
3614,DQ-52,0.0,0.0,0.0,0.0,0.0,0.0
3615,DR-52,0.0,0.0,0.0,0.0,0.0,0.0
3616,DS-52,0.0,0.0,0.0,0.0,0.0,0.0
3617,O-51,0.0,0.0,0.0,0.0,0.0,0.0
3618,P-51,0.0,0.0,0.0,0.0,0.0,0.0
3619,Q-51,0.0,1.0,1.0,0.0,0.0,0.75
3620,R-51,0.0,1.0,1.0,0.0,0.0,0.75
3621,S-51,0.0,1.0,1.0,0.0,0.0,0.75
3622,T-51,0.0,1.0,1.0,0.0,0.0,0.75
3623,U-51,0.0,1.0,1.0,0.0,0.0,0.75
3624,V-51,0.0,1.0,1.0,0.0,0.0,0.75
3625,X-51,0.0,1.0,1.0,0.0,0.0,0.75
3626,Y-51,0.0,1.0,1.0,0.0,1.0,1.25
3627,AR-51,0.0,1.0,1.0,0.0,0.0,0.75
3628,AS-51,0.0,1.0,1.0,0.0,0.0,0.75
3629,AT-51,0.0,1.0,1.0,0.0,0.0,0.75
3630,AU-51,0.0,1.0,1.0,0.0,0.0,0.75
3631,AV-51,0.0,1.0,1.0,0.0,0.0,0.75
3632,AW-51,0.0,1.0,1.0,0.0,0.0,0.75
3633,AX-51,0.0,1.0,1.0,0.0,0.0,0.75
3634,AY-51,0.0,1.0,1.0,0.0,0.0,0.75
3635,AZ-51,0.0,1.0,1.0,0.0,0.0,0.75
3636,BA-51,0.0,0.0,0.0,0.0,0.0,0.0
3637,BB-51,0.0,1.0,1.0,0.0,0.0,0.75
3638,BD-51,0.0,1.0,1.0,0.0,0.0,0.75
3639,BE-51,0.0,1.0,1.0,0.0,0.0,0.75
3640,BF-51,0.0,1.0,0.0,0.0,0.0,0.5
3641,BG-51,0.0,1.0,1.0,0.0,0.0,0.75
3642,BI-51,0.0,1.0,1.0,0.0,0.0,0.75
3643,BN-51,0.0,1.0,2.0,0.0,0.0,1.0
3644,BP-51,0.0,1.0,2.0,0.0,0.0,1.0
3645,CN-51,0.0,1.0,2.0,1.0,0.0,1.5
3646,CR-51,0.0,1.0,2.0,0.0,0.0,1.0
3647,CV-51,0.0,1.0,1.0,0.0,0.0,0.75
3648,CX-51,0.0,1.0,1.0,0.0,0.0,0.75
3649,CY-51,0.0,1.0,1.0,0.0,0.0,0.75
3650,DB-51,0.0,1.0,1.0,0.0,0.0,0.75
3651,DD-51,0.0,1.0,1.0,0.0,0.0,0.75
3652,DE-51,0.0,1.0,1.0,0.0,0.0,0.75
3653,DF-51,0.0,0.0,0.0,0.0,0.0,0.0
3654,DI-51,0.0,0.0,0.0,0.0,0.0,0.0
3655,DK-51,0.0,1.0,0.0,0.0,0.0,0.5
3656,DM-51,0.0,0.0,0.0,0.0,0.0,0.0
3657,DP-51,0.0,0.0,0.0,0.0,0.0,0.0
3658,DQ-51,0.0,0.0,0.0,0.0,0.0,0.0
3659,DR-51,0.0,0.0,0.0,0.0,0.0,0.0
3660,DS-51,0.0,0.0,0.0,0.0,0.0,0.0
3661,P-50,0.0,0.0,0.0,0.0,0.0,0.0
3662,Q-50,0.0,1.0,1.0,0.0,0.0,0.75
3663,R-50,0.0,1.0,1.0,0.0,0.0,0.75
3664,S-50,0.0,1.0,1.0,0.0,0.0,0.75
3665,T-50,0.0,1.0,1.0,0.0,0.0,0.75
3666,U-50,0.0,1.0,1.0,0.0,0.0,0.75
3667,W-50,0.0,0.0,0.0,0.0,0.0,0.0
3668,X-50,0.0,1.0,0.0,0.0,0.0,0.5
3669,Y-50,0.0,1.0,1.0,0.0,0.0,0.75
3670,AA-50,0.0,1.0,1.0,0.0,0.0,0.75
3671,AB-50,0.0,1.0,0.0,0.0,0.0,0.5
3672,AC-50,0.0,1.0,1.0,0.0,0.0,0.75
3673,AE-50,0.0,1.0,1.0,0.0,0.0,0.75
3674,AF-50,0.0,1.0,1.0,0.0,0.0,0.75
3675,AG-50,0.0,1.0,1.0,0.0,0.0,0.75
3676,AJ-50,0.0,1.0,1.0,0.0,0.0,0.75
3677,AL-50,0.0,1.0,2.0,0.0,0.0,1.0
3678,AS-50,0.0,1.0,1.0,0.0,0.0,0.75
3679,AT-50,0.0,1.0,2.0,0.0,0.0,1.0
3680,AU-50,0.0,1.0,1.0,0.0,0.0,0.75
3681,AV-50,0.0,1.0,1.0,0.0,0.0,0.75
3682,AW-50,0.0,1.0,1.0,0.0,0.0,0.75
3683,AX-50,0.0,1.0,1.0,0.0,0.0,0.75
3684,AY-50,0.0,1.0,1.0,0.0,0.0,0.75
3685,AZ-50,0.0,1.0,1.0,0.0,0.0,0.75
3686,BA-50,0.0,1.0,1.0,0.0,0.0,0.75
3687,BB-50,0.0,1.0,1.0,0.0,0.0,0.75
3688,BC-50,0.0,1.0,1.0,0.0,0.0,0.75
3689,BD-50,0.0,1.0,1.0,0.0,0.0,0.75
3690,BE-50,0.0,1.0,1.0,0.0,0.0,0.75
3691,BF-50,0.0,1.0,0.0,0.0,0.0,0.5
3692,BG-50,0.0,1.0,1.0,0.0,0.0,0.75
3693,BI-50,0.0,1.0,2.0,0.0,0.0,1.0
3694,BL-50,0.0,1.0,1.0,0.0,0.0,0.75
3695,BM-50,0.0,1.0,1.0,0.0,0.0,0.75
3696,BN-50,0.0,1.0,1.0,0.0,0.0,0.75
3697,BO-50,0.0,1.0,1.0,0.0,0.0,0.75
3698,BV-50,0.0,2.0,3.0,1.0,0.0,2.25
3699,CH-50,0.0,0.0,0.0,0.0,0.0,0.0
3700,CP-50,0.0,1.0,2.0,0.0,0.0,1.0
3701,CX-50,0.0,1.0,1.0,0.0,0.0,0.75
3702,DA-50,0.0,0.0,0.0,0.0,0.0,0.0
3703,DB-50,0.0,0.0,0.0,0.0,0.0,0.0
3704,DC-50,0.0,1.0,1.0,0.0,0.0,0.75
3705,DD-50,0.0,1.0,1.0,0.0,0.0,0.75
3706,DG-50,0.0,0.0,0.0,0.0,0.0,0.0
3707,DK-50,0.0,1.0,1.0,0.0,0.0,0.75
3708,DL-50,0.0,1.0,0.0,0.0,0.0,0.5
3709,DO-50,0.0,0.0,0.0,0.0,0.0,0.0
3710,DP-50,0.0,0.0,0.0,0.0,0.0,0.0
3711,DQ-50,0.0,0.0,0.0,0.0,0.0,0.0
3712,DR-50,0.0,0.0,0.0,0.0,0.0,0.0
3713,Q-49,0.0,1.0,1.0,0.0,0.0,0.75
3714,R-49,0.0,1.0,1.0,1.0,0.0,1.25
3715,S-49,0.0,1.0,1.0,0.0,0.0,0.75
3716,T-49,0.0,1.0,1.0,0.0,0.0,0.75
3717,U-49,0.0,0.0,0.0,0.0,0.0,0.0
3718,Y-49,0.0,1.0,1.0,0.0,0.0,0.75
3719,Z-49,0.0,1.0,1.0,0.0,0.0,0.75
3720,AB-49,0.0,1.0,1.0,0.0,0.0,0.75
3721,AD-49,0.0,1.0,1.0,0.0,0.0,0.75
3722,AF-49,0.0,1.0,1.0,0.0,0.0,0.75
3723,AG-49,0.0,1.0,1.0,0.0,0.0,0.75
3724,AH-49,0.0,1.0,1.0,0.0,0.0,0.75
3725,AI-49,0.0,1.0,1.0,0.0,0.0,0.75
3726,AJ-49,0.0,1.0,1.0,0.0,0.0,0.75
3727,AK-49,0.0,1.0,1.0,0.0,0.0,0.75
3728,AY-49,0.0,1.0,2.0,0.0,0.0,1.0
3729,BA-49,0.0,1.0,1.0,0.0,0.0,0.75
3730,BB-49,0.0,1.0,2.0,0.0,0.0,1.0
3731,BC-49,0.0,1.0,1.0,0.0,0.0,0.75
3732,BD-49,0.0,1.0,2.0,0.0,0.0,1.0
3733,BE-49,0.0,1.0,1.0,0.0,0.0,0.75
3734,BK-49,0.0,1.0,1.0,0.0,0.0,0.75
3735,BL-49,0.0,1.0,1.0,0.0,0.0,0.75
3736,BM-49,0.0,1.0,1.0,0.0,0.0,0.75
3737,BT-49,0.0,1.0,2.0,0.0,0.0,1.0
3738,CE-49,0.0,2.0,4.0,0.0,0.0,2.0
3739,CF-49,0.0,2.0,3.0,0.0,0.0,1.75
3740,CX-49,0.0,1.0,1.0,0.0,0.0,0.75
3741,DA-49,0.0,1.0,0.0,0.0,0.0,0.5
3742,DB-49,0.0,1.0,1.0,0.0,0.0,0.75
3743,DC-49,0.0,1.0,1.0,0.0,0.0,0.75
3744,DD-49,0.0,1.0,1.0,1.0,0.0,1.25
3745,DE-49,0.0,1.0,1.0,1.0,0.0,1.25
3746,DF-49,0.0,1.0,1.0,1.0,0.0,1.25
3747,DO-49,0.0,0.0,0.0,0.0,0.0,0.0
3748,DP-49,0.0,1.0,1.0,0.0,0.0,0.75
3749,DQ-49,0.0,0.0,0.0,0.0,0.0,0.0
3750,DR-49,0.0,0.0,0.0,0.0,0.0,0.0
3751,Q-48,0.0,1.0,1.0,0.0,0.0,0.75
3752,R-48,0.0,1.0,1.0,0.0,0.0,0.75
3753,S-48,0.0,1.0,1.0,0.0,0.0,0.75
3754,U-48,0.0,1.0,1.0,0.0,0.0,0.75
3755,V-48,0.0,1.0,1.0,0.0,0.0,0.75
3756,W-48,0.0,1.0,1.0,0.0,0.0,0.75
3757,Y-48,0.0,1.0,1.0,0.0,0.0,0.75
3758,Z-48,0.0,1.0,1.0,0.0,0.0,0.75
3759,AA-48,0.0,1.0,0.0,0.0,0.0,0.5
3760,AC-48,0.0,1.0,1.0,0.0,0.0,0.75
3761,AD-48,0.0,1.0,1.0,0.0,0.0,0.75
3762,AE-48,0.0,1.0,1.0,0.0,0.0,0.75
3763,AF-48,0.0,1.0,1.0,0.0,0.0,0.75
3764,AG-48,0.0,1.0,1.0,1.0,0.0,1.25
3765,AH-48,0.0,1.0,1.0,0.0,0.0,0.75
3766,AI-48,0.0,1.0,1.0,0.0,0.0,0.75
3767,AK-48,0.0,1.0,1.0,0.0,0.0,0.75
3768,AN-48,0.0,1.0,2.0,0.0,0.0,1.0
3769,AP-48,0.0,1.0,1.0,1.0,0.0,1.25
3770,BF-48,0.0,1.0,2.0,0.0,0.0,1.0
3771,BH-48,0.0,3.0,2.0,0.0,0.0,2.0
3772,BK-48,0.0,1.0,1.0,0.0,0.0,0.75
3773,BL-48,0.0,1.0,1.0,0.0,0.0,0.75
3774,BM-48,0.0,1.0,1.0,0.0,0.0,0.75
3775,BN-48,0.0,1.0,1.0,0.0,0.0,0.75
3776,BU-48,0.0,2.0,3.0,1.0,0.0,2.25
3777,BW-48,0.0,1.0,3.0,1.0,0.0,1.75
3778,CD-48,0.0,2.0,4.0,0.0,0.0,2.0
3779,CG-48,0.0,1.0,3.0,1.0,0.0,1.75
3780,CQ-48,0.0,1.0,2.0,0.0,0.0,1.0
3781,DA-48,0.0,1.0,1.0,0.0,0.0,0.75
3782,DB-48,0.0,0.0,0.0,0.0,0.0,0.0
3783,DC-48,0.0,1.0,1.0,0.0,0.0,0.75
3784,DD-48,0.0,1.0,1.0,0.0,0.0,0.75
3785,DE-48,0.0,1.0,0.0,0.0,0.0,0.5
3786,DF-48,0.0,0.0,0.0,0.0,0.0,0.0
3787,DG-48,0.0,1.0,1.0,0.0,0.0,0.75
3788,DH-48,0.0,1.0,0.0,0.0,0.0,0.5
3789,DN-48,0.0,1.0,1.0,0.0,0.0,0.75
3790,DO-48,0.0,1.0,1.0,0.0,0.0,0.75
3791,DQ-48,0.0,0.0,0.0,0.0,0.0,0.0
3792,Q-47,0.0,1.0,1.0,0.0,0.0,0.75
3793,S-47,0.0,1.0,1.0,0.0,0.0,0.75
3794,T-47,0.0,0.0,0.0,0.0,0.0,0.0
3795,U-47,0.0,1.0,1.0,0.0,0.0,0.75
3796,V-47,0.0,1.0,1.0,0.0,0.0,0.75
3797,W-47,0.0,0.0,0.0,0.0,0.0,0.0
3798,X-47,0.0,1.0,1.0,0.0,0.0,0.75
3799,AA-47,0.0,1.0,1.0,1.0,0.0,1.25
3800,AC-47,0.0,1.0,1.0,0.0,0.0,0.75
3801,AD-47,0.0,1.0,1.0,0.0,0.0,0.75
3802,AE-47,0.0,1.0,1.0,0.0,0.0,0.75
3803,AF-47,0.0,1.0,1.0,0.0,0.0,0.75
3804,AG-47,0.0,0.0,0.0,0.0,0.0,0.0
3805,AH-47,0.0,1.0,1.0,0.0,0.0,0.75
3806,AI-47,0.0,1.0,1.0,0.0,0.0,0.75
3807,AO-47,0.0,1.0,1.0,0.0,0.0,0.75
3808,AQ-47,0.0,1.0,1.0,0.0,0.0,0.75
3809,AV-47,1.0,4.0,1.0,0.0,0.0,2.55
3810,AW-47,0.0,4.0,1.0,0.0,0.0,2.25
3811,AY-47,1.0,1.0,1.0,0.0,0.0,1.05
3812,AZ-47,1.0,4.0,3.0,0.0,0.0,3.05
3813,BA-47,0.0,3.0,2.0,0.0,0.0,2.0
3814,BB-47,0.0,1.0,1.0,0.0,0.0,0.75
3815,BC-47,0.0,1.0,1.0,0.0,0.0,0.75
3816,BF-47,0.0,1.0,1.0,0.0,0.0,0.75
3817,BI-47,0.0,1.0,1.0,0.0,0.0,0.75
3818,BJ-47,2.0,3.0,3.0,2.0,0.0,3.85
3819,BK-47,0.0,1.0,1.0,0.0,0.0,0.75
3820,BL-47,0.0,3.0,2.0,0.0,0.0,2.0
3821,BN-47,1.0,1.0,0.0,2.0,0.0,1.8
3822,BO-47,2.0,2.0,1.0,0.0,0.0,1.85
3823,BQ-47,1.0,1.0,2.0,1.0,0.0,1.8
3824,BT-47,0.0,2.0,2.0,1.0,0.0,2.0
3825,BU-47,0.0,2.0,3.0,1.0,0.0,2.25
3826,BX-47,0.0,2.0,3.0,0.0,0.0,1.75
3827,BY-47,0.0,1.0,3.0,1.0,0.0,1.75
3828,CA-47,0.0,1.0,2.0,1.0,0.0,1.5
3829,CB-47,0.0,2.0,3.0,1.0,0.0,2.25
3830,CC-47,0.0,2.0,3.0,1.0,0.0,2.25
3831,CD-47,0.0,2.0,4.0,1.0,0.0,2.5
3832,CE-47,1.0,1.0,3.0,0.0,0.0,1.55
3833,CF-47,0.0,1.0,3.0,0.0,0.0,1.25
3834,CG-47,0.0,1.0,3.0,0.0,0.0,1.25
3835,CH-47,0.0,2.0,3.0,0.0,0.0,1.75
3836,CI-47,0.0,1.0,2.0,0.0,0.0,1.0
3837,CJ-47,1.0,2.0,3.0,2.0,0.0,3.05
3838,CK-47,0.0,1.0,1.0,2.0,0.0,1.75
3839,CL-47,0.0,2.0,2.0,1.0,0.0,2.0
3840,CM-47,1.0,1.0,2.0,2.0,0.0,2.3
3841,CN-47,0.0,1.0,2.0,1.0,0.0,1.5
3842,CO-47,0.0,2.0,2.0,1.0,0.0,2.0
3843,CP-47,0.0,1.0,1.0,1.0,0.0,1.25
3844,CQ-47,1.0,2.0,1.0,3.0,0.0,3.05
3845,CR-47,1.0,1.0,2.0,1.0,0.0,1.8
3846,CS-47,0.0,1.0,2.0,0.0,0.0,1.0
3847,CT-47,0.0,1.0,1.0,0.0,0.0,0.75
3848,CU-47,0.0,1.0,1.0,0.0,0.0,0.75
3849,CV-47,0.0,1.0,1.0,0.0,0.0,0.75
3850,CW-47,1.0,1.0,1.0,0.0,0.0,1.05
3851,CX-47,1.0,0.0,0.0,0.0,0.0,0.3
3852,CY-47,1.0,1.0,1.0,0.0,0.0,1.05
3853,CZ-47,1.0,0.0,0.0,0.0,0.0,0.3
3854,DA-47,0.0,1.0,1.0,0.0,0.0,0.75
3855,DB-47,0.0,1.0,1.0,0.0,0.0,0.75
3856,DH-47,0.0,1.0,1.0,1.0,0.0,1.25
3857,DJ-47,0.0,1.0,0.0,0.0,0.0,0.5
3858,DK-47,0.0,1.0,1.0,0.0,0.0,0.75
3859,DL-47,0.0,1.0,1.0,0.0,0.0,0.75
3860,DM-47,1.0,0.0,0.0,0.0,0.0,0.3
3861,DN-47,2.0,1.0,1.0,0.0,0.0,1.35
3862,DO-47,0.0,1.0,1.0,0.0,0.0,0.75
3863,DP-47,1.0,1.0,1.0,0.0,0.0,1.05
3864,DQ-47,0.0,0.0,0.0,0.0,0.0,0.0
3865,U-46,0.0,1.0,1.0,0.0,0.0,0.75
3866,V-46,0.0,1.0,1.0,0.0,0.0,0.75
3867,X-46,0.0,1.0,1.0,1.0,0.0,1.25
3868,Y-46,2.0,2.0,1.0,1.0,0.0,2.35
3869,Z-46,0.0,1.0,1.0,0.0,0.0,0.75
3870,AB-46,0.0,1.0,1.0,0.0,0.0,0.75
3871,AH-46,0.0,1.0,1.0,0.0,0.0,0.75
3872,AI-46,2.0,2.0,1.0,2.0,0.0,2.85
3873,AJ-46,2.0,2.0,3.0,1.0,0.0,2.85
3874,AK-46,1.0,1.0,1.0,0.0,0.0,1.05
3875,AM-46,0.0,1.0,2.0,0.0,0.0,1.0
3876,AO-46,0.0,1.0,1.0,0.0,0.0,0.75
3877,AQ-46,0.0,1.0,1.0,0.0,0.0,0.75
3878,AS-46,1.0,2.0,2.0,3.0,0.0,3.3
3879,AT-46,2.0,2.0,2.0,2.0,0.0,3.1
3880,AU-46,3.0,3.0,2.0,1.0,0.0,3.4
3881,AV-46,0.0,1.0,1.0,1.0,0.0,1.25
3882,AW-46,0.0,0.0,0.0,0.0,0.0,0.0
3883,AX-46,0.0,1.0,1.0,0.0,0.0,0.75
3884,AZ-46,0.0,4.0,2.0,0.0,0.0,2.5
3885,BA-46,1.0,2.0,2.0,1.0,0.0,2.3
3886,BB-46,1.0,3.0,2.0,0.0,0.0,2.3
3887,BC-46,1.0,3.0,3.0,2.0,0.0,3.55
3888,BD-46,2.0,4.0,3.0,1.0,0.0,3.85
3889,BF-46,0.0,1.0,2.0,1.0,0.0,1.5
3890,BH-46,1.0,2.0,3.0,2.0,0.0,3.05
3891,BI-46,1.0,1.0,1.0,0.0,0.0,1.05
3892,BJ-46,2.0,2.0,2.0,4.0,0.0,4.1
3893,BK-46,2.0,3.0,3.0,2.0,0.0,3.85
3894,BL-46,1.0,3.0,4.0,2.0,0.0,3.8
3895,BM-46,2.0,3.0,3.0,3.0,0.0,4.35
3896,BN-46,1.0,2.0,2.0,1.0,0.0,2.3
3897,BP-46,0.0,1.0,1.0,0.0,0.0,0.75
3898,BQ-46,0.0,1.0,2.0,0.0,0.0,1.0
3899,BS-46,0.0,2.0,3.0,0.0,0.0,1.75
3900,BT-46,0.0,2.0,3.0,0.0,0.0,1.75
3901,BU-46,0.0,1.0,2.0,0.0,0.0,1.0
3902,BW-46,0.0,1.0,3.0,0.0,0.0,1.25
3903,BY-46,0.0,2.0,3.0,1.0,0.0,2.25
3904,CB-46,0.0,1.0,3.0,1.0,0.0,1.75
3905,CC-46,1.0,2.0,3.0,1.0,0.0,2.55
3906,CD-46,0.0,1.0,1.0,0.0,0.0,0.75
3907,CE-46,0.0,2.0,4.0,0.0,0.0,2.0
3908,CF-46,1.0,2.0,3.0,1.0,0.0,2.55
3909,CG-46,3.0,4.0,2.0,4.0,0.0,5.4
3910,CH-46,4.0,2.0,1.0,1.0,0.0,2.95
3911,CI-46,0.0,1.0,2.0,0.0,0.0,1.0
3912,CJ-46,0.0,1.0,3.0,0.0,0.0,1.25
3913,CK-46,2.0,1.0,3.0,1.0,0.0,2.35
3914,CL-46,1.0,2.0,3.0,1.0,0.0,2.55
3915,CM-46,3.0,3.0,3.0,3.0,0.0,4.65
3916,CN-46,3.0,3.0,3.0,3.0,0.0,4.65
3917,CP-46,1.0,1.0,1.0,1.0,0.0,1.55
3918,CQ-46,1.0,1.0,1.0,2.0,0.0,2.05
3919,CR-46,3.0,3.0,1.0,2.0,0.0,3.65
3920,CS-46,0.0,2.0,3.0,1.0,0.0,2.25
3921,CT-46,1.0,2.0,2.0,1.0,1.0,2.8
3922,CU-46,0.0,1.0,1.0,0.0,1.0,1.25
3923,CW-46,0.0,1.0,1.0,0.0,1.0,1.25
3924,CX-46,0.0,1.0,1.0,0.0,1.0,1.25
3925,CY-46,2.0,0.0,0.0,0.0,0.0,0.6
3926,CZ-46,4.0,1.0,1.0,1.0,0.0,2.45
3927,DA-46,1.0,1.0,1.0,0.0,0.0,1.05
3928,DC-46,0.0,1.0,1.0,0.0,0.0,0.75
3929,DD-46,0.0,1.0,1.0,0.0,0.0,0.75
3930,DH-46,0.0,1.0,1.0,0.0,0.0,0.75
3931,DM-46,1.0,1.0,1.0,0.0,0.0,1.05
3932,DN-46,0.0,1.0,2.0,0.0,0.0,1.0
3933,V-45,1.0,1.0,1.0,0.0,0.0,1.05
3934,W-45,0.0,1.0,1.0,0.0,0.0,0.75
