index,GRID_ID,score_lu,score_emp,score_est,score_ind,score_fac,fq
1652,DZ-68,0.0,1.0,0.0,0.0,0.0,0.5
1653,EA-68,0.0,0.0,0.0,0.0,0.0,0.0
1654,I-67,0.0,0.0,0.0,0.0,0.0,0.0
1655,J-67,0.0,0.0,0.0,0.0,0.0,0.0
1656,K-67,0.0,0.0,0.0,0.0,0.0,0.0
1657,L-67,0.0,0.0,0.0,0.0,0.0,0.0
1658,N-67,0.0,0.0,0.0,0.0,0.0,0.0
1659,O-67,0.0,1.0,1.0,0.0,0.0,0.75
1660,P-67,0.0,1.0,1.0,0.0,0.0,0.75
1661,AE-67,0.0,1.0,1.0,1.0,2.0,2.25
1662,AF-67,0.0,1.0,1.0,0.0,1.0,1.25
1663,AH-67,0.0,2.0,1.0,0.0,0.0,1.25
1664,AI-67,0.0,1.0,1.0,0.0,0.0,0.75
1665,AJ-67,0.0,1.0,1.0,0.0,0.0,0.75
1666,AK-67,0.0,0.0,0.0,0.0,0.0,0.0
1667,AL-67,0.0,0.0,0.0,0.0,0.0,0.0
1668,AN-67,0.0,0.0,0.0,0.0,0.0,0.0
1669,AX-67,0.0,0.0,0.0,0.0,1.0,0.5
1670,AZ-67,0.0,1.0,1.0,0.0,2.0,1.75
1671,BH-67,0.0,0.0,0.0,0.0,2.0,1.0
1672,BI-67,0.0,0.0,0.0,0.0,2.0,1.0
1673,BJ-67,0.0,1.0,0.0,0.0,2.0,1.5
1674,BM-67,0.0,1.0,2.0,0.0,2.0,2.0
1675,BY-67,0.0,1.0,1.0,0.0,0.0,0.75
1676,BZ-67,0.0,1.0,2.0,0.0,0.0,1.0
1677,CE-67,0.0,1.0,2.0,1.0,0.0,1.5
1678,CI-67,0.0,1.0,2.0,1.0,0.0,1.5
1679,CO-67,0.0,1.0,1.0,0.0,0.0,0.75
1680,CP-67,0.0,0.0,0.0,0.0,0.0,0.0
1681,CQ-67,0.0,0.0,0.0,0.0,0.0,0.0
1682,CR-67,0.0,1.0,1.0,0.0,0.0,0.75
1683,CY-67,0.0,1.0,1.0,0.0,0.0,0.75
1684,CZ-67,0.0,1.0,1.0,0.0,0.0,0.75
1685,DA-67,0.0,1.0,1.0,0.0,0.0,0.75
1686,DB-67,0.0,1.0,1.0,1.0,0.0,1.25
1687,DC-67,0.0,0.0,0.0,0.0,0.0,0.0
1688,DD-67,0.0,0.0,0.0,0.0,0.0,0.0
1689,DE-67,0.0,1.0,1.0,0.0,0.0,0.75
1690,DF-67,0.0,1.0,1.0,0.0,0.0,0.75
1691,DG-67,0.0,0.0,0.0,0.0,0.0,0.0
1692,DH-67,0.0,0.0,0.0,0.0,0.0,0.0
1693,DI-67,0.0,0.0,0.0,0.0,0.0,0.0
1694,DJ-67,0.0,0.0,0.0,0.0,0.0,0.0
1695,DK-67,0.0,0.0,0.0,0.0,0.0,0.0
1696,DL-67,0.0,0.0,0.0,0.0,0.0,0.0
1697,DM-67,0.0,0.0,0.0,0.0,0.0,0.0
1698,DN-67,0.0,0.0,0.0,0.0,0.0,0.0
1699,DO-67,0.0,0.0,0.0,0.0,0.0,0.0
1700,DP-67,0.0,0.0,0.0,0.0,0.0,0.0
1701,DQ-67,0.0,1.0,1.0,0.0,0.0,0.75
1702,DR-67,0.0,1.0,1.0,0.0,0.0,0.75
1703,DS-67,0.0,0.0,0.0,0.0,0.0,0.0
1704,DT-67,0.0,0.0,0.0,0.0,0.0,0.0
1705,DU-67,0.0,0.0,0.0,0.0,0.0,0.0
1706,DV-67,0.0,0.0,0.0,0.0,0.0,0.0
1707,DW-67,0.0,0.0,0.0,0.0,0.0,0.0
1708,DX-67,0.0,0.0,0.0,0.0,0.0,0.0
1709,DZ-67,0.0,0.0,0.0,0.0,0.0,0.0
1710,K-66,0.0,1.0,1.0,0.0,0.0,0.75
1711,L-66,0.0,1.0,1.0,0.0,0.0,0.75
1712,O-66,0.0,0.0,0.0,0.0,0.0,0.0
1713,P-66,0.0,1.0,1.0,0.0,0.0,0.75
1714,Q-66,0.0,0.0,0.0,0.0,0.0,0.0
1715,T-66,0.0,1.0,1.0,0.0,0.0,0.75
1716,V-66,0.0,1.0,1.0,0.0,0.0,0.75
1717,X-66,0.0,1.0,1.0,0.0,0.0,0.75
1718,AB-66,0.0,1.0,1.0,0.0,2.0,1.75
1719,AI-66,0.0,1.0,1.0,0.0,0.0,0.75
1720,AJ-66,0.0,1.0,1.0,0.0,0.0,0.75
1721,AK-66,0.0,1.0,0.0,0.0,0.0,0.5
1722,AL-66,0.0,1.0,1.0,0.0,0.0,0.75
1723,AM-66,0.0,1.0,1.0,0.0,0.0,0.75
1724,AN-66,0.0,1.0,1.0,0.0,0.0,0.75
1725,AO-66,0.0,0.0,0.0,0.0,0.0,0.0
1726,AP-66,0.0,0.0,0.0,0.0,0.0,0.0
1727,AQ-66,0.0,0.0,0.0,0.0,0.0,0.0
1728,AR-66,0.0,0.0,0.0,0.0,0.0,0.0
1729,AU-66,0.0,0.0,0.0,0.0,0.0,0.0
1730,AV-66,0.0,1.0,1.0,0.0,0.0,0.75
1731,AW-66,0.0,0.0,0.0,0.0,0.0,0.0
1732,AY-66,0.0,1.0,1.0,0.0,1.0,1.25
1733,AZ-66,0.0,1.0,1.0,0.0,2.0,1.75
1734,BA-66,0.0,1.0,2.0,0.0,2.0,2.0
1735,BI-66,0.0,0.0,0.0,0.0,2.0,1.0
1736,BJ-66,0.0,0.0,0.0,0.0,2.0,1.0
1737,BK-66,0.0,0.0,0.0,0.0,2.0,1.0
1738,BV-66,0.0,1.0,1.0,0.0,2.0,1.75
1739,CE-66,0.0,1.0,1.0,0.0,0.0,0.75
1740,CF-66,0.0,1.0,2.0,0.0,0.0,1.0
1741,CK-66,0.0,1.0,1.0,1.0,0.0,1.25
1742,CL-66,0.0,1.0,2.0,1.0,0.0,1.5
1743,CM-66,0.0,1.0,1.0,0.0,0.0,0.75
1744,CP-66,0.0,0.0,0.0,0.0,0.0,0.0
1745,CQ-66,0.0,0.0,0.0,0.0,0.0,0.0
1746,CR-66,0.0,1.0,1.0,0.0,0.0,0.75
1747,CS-66,0.0,0.0,0.0,0.0,0.0,0.0
1748,CT-66,0.0,1.0,1.0,0.0,0.0,0.75
1749,CU-66,0.0,1.0,0.0,0.0,0.0,0.5
1750,CV-66,0.0,1.0,1.0,0.0,0.0,0.75
1751,CX-66,0.0,1.0,1.0,0.0,0.0,0.75
1752,DA-66,0.0,1.0,1.0,0.0,0.0,0.75
1753,DB-66,0.0,1.0,1.0,0.0,0.0,0.75
1754,DD-66,0.0,1.0,1.0,0.0,0.0,0.75
1755,DE-66,0.0,1.0,0.0,0.0,0.0,0.5
1756,DF-66,0.0,1.0,0.0,0.0,0.0,0.5
1757,DG-66,0.0,0.0,0.0,0.0,0.0,0.0
1758,DH-66,0.0,0.0,0.0,0.0,0.0,0.0
1759,DI-66,0.0,0.0,0.0,0.0,0.0,0.0
1760,DJ-66,0.0,0.0,0.0,0.0,0.0,0.0
1761,DK-66,0.0,0.0,0.0,0.0,0.0,0.0
1762,DL-66,0.0,0.0,0.0,0.0,0.0,0.0
1763,DM-66,0.0,0.0,0.0,0.0,0.0,0.0
1764,DN-66,0.0,0.0,0.0,0.0,0.0,0.0
1765,DO-66,0.0,0.0,0.0,0.0,0.0,0.0
1766,DP-66,0.0,1.0,1.0,0.0,0.0,0.75
1767,DQ-66,0.0,1.0,1.0,0.0,0.0,0.75
1768,DR-66,0.0,0.0,0.0,0.0,0.0,0.0
1769,DT-66,0.0,0.0,0.0,0.0,0.0,0.0
1770,DU-66,0.0,0.0,0.0,0.0,0.0,0.0
1771,DV-66,0.0,0.0,0.0,0.0,0.0,0.0
1772,DW-66,0.0,0.0,0.0,0.0,0.0,0.0
1773,DX-66,0.0,0.0,0.0,0.0,0.0,0.0
1774,DY-66,0.0,0.0,0.0,0.0,0.0,0.0
1775,J-65,0.0,0.0,0.0,0.0,0.0,0.0
1776,K-65,0.0,0.0,0.0,0.0,0.0,0.0
1777,L-65,0.0,0.0,0.0,0.0,0.0,0.0
1778,M-65,0.0,0.0,0.0,0.0,0.0,0.0
1779,N-65,0.0,0.0,0.0,0.0,0.0,0.0
1780,P-65,0.0,0.0,0.0,0.0,0.0,0.0
1781,Q-65,0.0,1.0,1.0,0.0,0.0,0.75
1782,R-65,0.0,1.0,1.0,0.0,0.0,0.75
1783,S-65,0.0,0.0,0.0,0.0,0.0,0.0
1784,T-65,0.0,1.0,1.0,0.0,0.0,0.75
1785,V-65,0.0,1.0,1.0,0.0,0.0,0.75
1786,W-65,0.0,1.0,1.0,0.0,0.0,0.75
1787,X-65,0.0,1.0,1.0,0.0,0.0,0.75
1788,Y-65,0.0,0.0,0.0,0.0,0.0,0.0
1789,Z-65,0.0,1.0,1.0,0.0,1.0,1.25
1790,AJ-65,0.0,2.0,1.0,0.0,0.0,1.25
1791,AK-65,0.0,1.0,1.0,0.0,0.0,0.75
1792,AL-65,0.0,1.0,1.0,0.0,0.0,0.75
1793,AM-65,0.0,1.0,1.0,0.0,0.0,0.75
1794,AN-65,0.0,1.0,1.0,0.0,0.0,0.75
1795,AO-65,0.0,0.0,0.0,0.0,0.0,0.0
1796,AP-65,0.0,0.0,0.0,0.0,0.0,0.0
1797,AQ-65,0.0,0.0,0.0,0.0,0.0,0.0
1798,AR-65,0.0,0.0,0.0,0.0,0.0,0.0
1799,AS-65,0.0,1.0,1.0,0.0,0.0,0.75
1800,AV-65,0.0,1.0,1.0,0.0,0.0,0.75
1801,AY-65,0.0,1.0,2.0,0.0,1.0,1.5
1802,AZ-65,0.0,3.0,2.0,2.0,1.0,3.5
1803,BA-65,0.0,1.0,2.0,0.0,2.0,2.0
1804,BK-65,0.0,0.0,0.0,0.0,2.0,1.0
1805,BO-65,4.0,0.0,0.0,0.0,3.0,2.7
1806,BP-65,2.0,1.0,1.0,1.0,3.0,3.35
1807,BQ-65,1.0,1.0,1.0,2.0,3.0,3.55
1808,BR-65,2.0,1.0,1.0,0.0,3.0,2.85
1809,BS-65,1.0,2.0,1.0,1.0,2.0,3.05
1810,BT-65,0.0,1.0,1.0,0.0,2.0,1.75
1811,BU-65,1.0,1.0,2.0,1.0,2.0,2.8
1812,BV-65,1.0,1.0,2.0,1.0,2.0,2.8
1813,BW-65,0.0,1.0,2.0,1.0,2.0,2.5
1814,BX-65,0.0,2.0,2.0,1.0,2.0,3.0
1815,BY-65,0.0,1.0,1.0,1.0,1.0,1.75
1816,BZ-65,0.0,1.0,1.0,0.0,1.0,1.25
1817,CA-65,1.0,1.0,1.0,0.0,1.0,1.55
1818,CB-65,0.0,1.0,1.0,0.0,1.0,1.25
1819,CD-65,0.0,1.0,2.0,1.0,0.0,1.5
1820,CE-65,0.0,1.0,2.0,0.0,0.0,1.0
1821,CG-65,0.0,1.0,2.0,1.0,0.0,1.5
1822,CH-65,1.0,3.0,2.0,1.0,0.0,2.8
1823,CK-65,0.0,3.0,3.0,1.0,0.0,2.75
1824,CN-65,0.0,1.0,1.0,1.0,0.0,1.25
1825,CO-65,0.0,1.0,1.0,0.0,0.0,0.75
1826,CU-65,0.0,1.0,1.0,0.0,0.0,0.75
1827,CV-65,0.0,2.0,2.0,0.0,0.0,1.5
1828,CZ-65,0.0,1.0,1.0,0.0,0.0,0.75
1829,DA-65,0.0,1.0,1.0,0.0,0.0,0.75
1830,DD-65,0.0,1.0,1.0,0.0,0.0,0.75
1831,DE-65,1.0,1.0,1.0,0.0,0.0,1.05
1832,O-64,0.0,0.0,0.0,0.0,0.0,0.0
1833,W-64,0.0,0.0,0.0,0.0,0.0,0.0
1834,X-64,3.0,1.0,1.0,0.0,0.0,1.65
1835,Y-64,0.0,1.0,1.0,0.0,0.0,0.75
1836,AE-64,0.0,1.0,1.0,0.0,1.0,1.25
1837,AG-64,1.0,1.0,2.0,0.0,0.0,1.3
1838,AH-64,0.0,2.0,2.0,1.0,0.0,2.0
1839,AI-64,0.0,4.0,3.0,1.0,0.0,3.25
1840,AJ-64,1.0,1.0,2.0,0.0,0.0,1.3
1841,AT-64,0.0,1.0,2.0,0.0,0.0,1.0
1842,AU-64,0.0,1.0,1.0,0.0,0.0,0.75
1843,AV-64,0.0,1.0,1.0,0.0,0.0,0.75
1844,AW-64,0.0,1.0,1.0,0.0,0.0,0.75
1845,AX-64,0.0,1.0,1.0,0.0,0.0,0.75
1846,AY-64,0.0,1.0,2.0,1.0,0.0,1.5
1847,AZ-64,0.0,1.0,1.0,2.0,1.0,2.25
1848,BA-64,1.0,2.0,2.0,1.0,2.0,3.3
1849,BC-64,0.0,2.0,2.0,2.0,2.0,3.5
1850,BD-64,1.0,1.0,2.0,1.0,2.0,2.8
1851,BE-64,1.0,2.0,2.0,2.0,2.0,3.8
1852,BG-64,1.0,2.0,2.0,1.0,3.0,3.8
1853,BH-64,0.0,1.0,2.0,1.0,3.0,3.0
1854,BI-64,3.0,2.0,3.0,3.0,3.0,5.65
1855,BJ-64,4.0,2.0,1.0,3.0,3.0,5.45
1856,BK-64,2.0,0.0,0.0,3.0,3.0,3.6
1857,BL-64,1.0,2.0,2.0,2.0,3.0,4.3
1858,BM-64,0.0,1.0,2.0,1.0,3.0,3.0
1859,BN-64,3.0,1.0,1.0,2.0,3.0,4.15
1860,BO-64,2.0,0.0,0.0,0.0,3.0,2.1
1861,BP-64,4.0,4.0,0.0,0.0,3.0,4.7
1862,BQ-64,0.0,1.0,0.0,1.0,3.0,2.5
1863,BR-64,0.0,0.0,0.0,0.0,3.0,1.5
1864,BU-64,0.0,1.0,1.0,0.0,2.0,1.75
1865,BV-64,0.0,1.0,2.0,1.0,3.0,3.0
1866,BW-64,1.0,1.0,1.0,0.0,3.0,2.55
1867,BX-64,3.0,2.0,1.0,1.0,3.0,4.15
1868,BY-64,2.0,3.0,3.0,3.0,2.0,5.35
1869,BZ-64,2.0,2.0,2.0,2.0,2.0,4.1
1870,CA-64,2.0,1.0,1.0,2.0,2.0,3.35
1871,CB-64,3.0,4.0,3.0,4.0,1.0,6.15
1872,CC-64,2.0,2.0,3.0,2.0,0.0,3.35
1873,CD-64,1.0,1.0,2.0,1.0,0.0,1.8
1874,CE-64,0.0,1.0,2.0,0.0,0.0,1.0
1875,CF-64,0.0,1.0,2.0,2.0,0.0,2.0
1876,CG-64,1.0,2.0,2.0,2.0,0.0,2.8
1877,CH-64,1.0,1.0,2.0,0.0,0.0,1.3
1878,CJ-64,0.0,1.0,2.0,0.0,0.0,1.0
1879,CN-64,0.0,1.0,1.0,0.0,0.0,0.75
1880,CO-64,0.0,1.0,1.0,0.0,0.0,0.75
1881,CR-64,0.0,1.0,1.0,0.0,0.0,0.75
1882,CU-64,0.0,1.0,1.0,0.0,0.0,0.75
1883,CZ-64,0.0,1.0,1.0,0.0,0.0,0.75
1884,DP-64,0.0,1.0,1.0,0.0,0.0,0.75
1885,DV-64,2.0,0.0,0.0,0.0,0.0,0.6
1886,DW-64,1.0,0.0,0.0,0.0,0.0,0.3
1887,DX-64,0.0,0.0,0.0,0.0,0.0,0.0
1888,P-63,0.0,1.0,1.0,0.0,0.0,0.75
1889,U-63,0.0,1.0,1.0,0.0,0.0,0.75
1890,W-63,0.0,1.0,1.0,1.0,0.0,1.25
1891,Y-63,0.0,0.0,0.0,0.0,0.0,0.0
1892,AK-63,0.0,1.0,1.0,0.0,0.0,0.75
1893,AL-63,0.0,1.0,1.0,0.0,0.0,0.75
1894,AM-63,0.0,1.0,1.0,0.0,0.0,0.75
1895,AN-63,0.0,1.0,1.0,0.0,0.0,0.75
1896,AO-63,0.0,1.0,1.0,0.0,0.0,0.75
1897,AP-63,1.0,1.0,1.0,0.0,0.0,1.05
1898,AQ-63,1.0,1.0,1.0,0.0,0.0,1.05
1899,AR-63,1.0,1.0,1.0,0.0,0.0,1.05
1900,AS-63,0.0,1.0,1.0,0.0,0.0,0.75
1901,AT-63,1.0,1.0,2.0,1.0,0.0,1.8
1902,AU-63,1.0,1.0,1.0,0.0,0.0,1.05
1903,AV-63,0.0,2.0,1.0,0.0,0.0,1.25
1904,AW-63,0.0,1.0,1.0,0.0,0.0,0.75
1905,AY-63,0.0,1.0,1.0,0.0,0.0,0.75
1906,BA-63,2.0,1.0,2.0,0.0,1.0,2.1
1907,BE-63,0.0,1.0,2.0,1.0,2.0,2.5
1908,BF-63,0.0,2.0,2.0,0.0,2.0,2.5
1909,BG-63,0.0,1.0,3.0,0.0,2.0,2.25
1910,BH-63,1.0,1.0,2.0,0.0,2.0,2.3
1911,BI-63,2.0,2.0,3.0,1.0,2.0,3.85
1912,BJ-63,1.0,1.0,2.0,0.0,3.0,2.8
1913,BK-63,3.0,3.0,1.0,1.0,3.0,4.65
1914,BL-63,1.0,1.0,1.0,1.0,2.0,2.55
1915,BM-63,3.0,2.0,3.0,4.0,3.0,6.15
1916,BN-63,2.0,2.0,2.0,1.0,3.0,4.1
1917,BO-63,4.0,2.0,1.0,2.0,3.0,4.95
1918,BP-63,4.0,2.0,2.0,0.0,3.0,4.2
1919,BQ-63,4.0,2.0,1.0,0.0,3.0,3.95
1920,BR-63,4.0,0.0,0.0,0.0,3.0,2.7
1921,BS-63,0.0,0.0,0.0,0.0,3.0,1.5
1922,BV-63,0.0,1.0,1.0,0.0,3.0,2.25
1923,BW-63,4.0,0.0,0.0,0.0,3.0,2.7
1924,BX-63,3.0,0.0,0.0,0.0,3.0,2.4
1925,BY-63,1.0,2.0,3.0,1.0,3.0,4.05
1926,BZ-63,0.0,2.0,3.0,1.0,2.0,3.25
1927,CA-63,2.0,2.0,3.0,1.0,1.0,3.35
1928,CB-63,1.0,1.0,2.0,1.0,1.0,2.3
1929,CC-63,0.0,1.0,2.0,1.0,0.0,1.5
1930,CD-63,0.0,1.0,2.0,0.0,0.0,1.0
1931,CE-63,2.0,4.0,3.0,4.0,0.0,5.35
1932,CF-63,1.0,1.0,1.0,0.0,0.0,1.05
1933,CG-63,2.0,2.0,1.0,1.0,0.0,2.35
1934,CH-63,3.0,4.0,2.0,2.0,0.0,4.4
1935,CL-63,0.0,1.0,1.0,0.0,0.0,0.75
1936,CM-63,0.0,1.0,2.0,0.0,0.0,1.0
1937,CN-63,0.0,1.0,2.0,0.0,0.0,1.0
1938,CO-63,0.0,2.0,2.0,0.0,0.0,1.5
1939,CP-63,0.0,1.0,1.0,0.0,0.0,0.75
1940,CW-63,0.0,2.0,2.0,0.0,0.0,1.5
1941,CZ-63,0.0,1.0,1.0,0.0,0.0,0.75
1942,DJ-63,1.0,0.0,0.0,0.0,0.0,0.3
1943,DQ-63,0.0,0.0,0.0,0.0,0.0,0.0
1944,DV-63,0.0,0.0,0.0,0.0,0.0,0.0
1945,DW-63,3.0,0.0,0.0,0.0,0.0,0.9
1946,DX-63,1.0,0.0,0.0,0.0,0.0,0.3
1947,Y-62,0.0,1.0,1.0,0.0,0.0,0.75
1948,Z-62,0.0,1.0,1.0,0.0,0.0,0.75
1949,AG-62,0.0,1.0,1.0,0.0,0.0,0.75
1950,AH-62,0.0,1.0,1.0,0.0,0.0,0.75
1951,AM-62,0.0,1.0,1.0,0.0,0.0,0.75
1952,AO-62,0.0,1.0,0.0,0.0,0.0,0.5
1953,AP-62,0.0,1.0,1.0,0.0,0.0,0.75
1954,AS-62,0.0,1.0,1.0,1.0,0.0,1.25
1955,AT-62,1.0,3.0,1.0,2.0,0.0,3.05
1956,AU-62,0.0,2.0,1.0,1.0,0.0,1.75
1957,AV-62,1.0,2.0,2.0,1.0,0.0,2.3
1958,AW-62,0.0,1.0,1.0,0.0,0.0,0.75
1959,AX-62,0.0,1.0,1.0,0.0,0.0,0.75
1960,AY-62,0.0,1.0,1.0,0.0,0.0,0.75
1961,AZ-62,0.0,1.0,2.0,1.0,0.0,1.5
1962,BA-62,0.0,2.0,3.0,2.0,0.0,2.75
1963,BB-62,0.0,1.0,2.0,0.0,0.0,1.0
1964,BC-62,1.0,1.0,2.0,1.0,1.0,2.3
1965,BE-62,0.0,1.0,2.0,1.0,1.0,2.0
1966,BG-62,0.0,1.0,2.0,0.0,2.0,2.0
1967,BH-62,0.0,1.0,2.0,0.0,2.0,2.0
1968,BI-62,0.0,2.0,3.0,1.0,2.0,3.25
1969,BK-62,0.0,2.0,3.0,1.0,2.0,3.25
1970,BL-62,0.0,2.0,4.0,1.0,2.0,3.5
1971,BM-62,0.0,1.0,2.0,0.0,2.0,2.0
1972,BN-62,2.0,3.0,3.0,3.0,2.0,5.35
1973,BO-62,1.0,0.0,0.0,0.0,3.0,1.8
1974,BP-62,2.0,0.0,0.0,0.0,3.0,2.1
1975,BQ-62,4.0,1.0,1.0,1.0,3.0,3.95
1976,BR-62,4.0,2.0,1.0,3.0,3.0,5.45
1977,BS-62,4.0,0.0,0.0,0.0,3.0,2.7
1978,BT-62,4.0,0.0,0.0,1.0,3.0,3.2
1979,BU-62,0.0,0.0,0.0,0.0,3.0,1.5
1980,BV-62,0.0,1.0,1.0,3.0,3.0,3.75
1981,BW-62,2.0,0.0,0.0,0.0,3.0,2.1
1982,BX-62,0.0,0.0,0.0,0.0,3.0,1.5
1983,BY-62,0.0,1.0,1.0,1.0,3.0,2.75
1984,BZ-62,1.0,1.0,2.0,1.0,2.0,2.8
1985,CA-62,2.0,1.0,2.0,0.0,2.0,2.6
1986,CB-62,0.0,2.0,3.0,1.0,1.0,2.75
1987,CD-62,0.0,2.0,3.0,1.0,0.0,2.25
1988,CE-62,1.0,2.0,2.0,1.0,0.0,2.3
1989,CF-62,0.0,1.0,1.0,0.0,0.0,0.75
1990,CG-62,0.0,1.0,1.0,0.0,0.0,0.75
1991,CH-62,1.0,1.0,2.0,0.0,0.0,1.3
1992,CJ-62,0.0,1.0,1.0,0.0,0.0,0.75
1993,CM-62,0.0,1.0,1.0,0.0,0.0,0.75
1994,CN-62,0.0,2.0,2.0,0.0,0.0,1.5
1995,CO-62,0.0,1.0,1.0,0.0,0.0,0.75
1996,CS-62,0.0,1.0,1.0,0.0,0.0,0.75
1997,CZ-62,0.0,1.0,0.0,1.0,0.0,1.0
1998,DB-62,0.0,1.0,1.0,1.0,0.0,1.25
1999,DD-62,0.0,1.0,1.0,0.0,0.0,0.75
2000,DF-62,0.0,1.0,1.0,0.0,0.0,0.75
2001,DI-62,1.0,0.0,0.0,0.0,0.0,0.3
2002,DJ-62,0.0,0.0,0.0,0.0,0.0,0.0
2003,DM-62,1.0,0.0,0.0,0.0,0.0,0.3
2004,DN-62,0.0,0.0,0.0,0.0,0.0,0.0
2005,N-61,1.0,1.0,1.0,0.0,0.0,1.05
2006,S-61,0.0,1.0,1.0,0.0,0.0,0.75
2007,AJ-61,0.0,1.0,1.0,0.0,0.0,0.75
2008,AN-61,0.0,1.0,1.0,0.0,0.0,0.75
2009,AO-61,0.0,0.0,0.0,0.0,0.0,0.0
2010,AS-61,0.0,1.0,1.0,0.0,0.0,0.75
2011,AU-61,1.0,2.0,2.0,2.0,0.0,2.8
2012,AV-61,0.0,1.0,1.0,0.0,0.0,0.75
2013,AW-61,0.0,1.0,1.0,0.0,0.0,0.75
2014,AX-61,0.0,1.0,1.0,0.0,0.0,0.75
2015,AY-61,0.0,1.0,1.0,0.0,0.0,0.75
2016,AZ-61,0.0,1.0,1.0,0.0,0.0,0.75
2017,BA-61,1.0,2.0,2.0,3.0,0.0,3.3
2018,BB-61,0.0,2.0,2.0,1.0,0.0,2.0
2019,BE-61,0.0,1.0,2.0,0.0,0.0,1.0
2020,BG-61,0.0,1.0,1.0,0.0,1.0,1.25
2021,BH-61,0.0,1.0,1.0,0.0,1.0,1.25
2022,BJ-61,0.0,1.0,3.0,0.0,1.0,1.75
2023,BK-61,0.0,2.0,4.0,1.0,2.0,3.5
2024,BL-61,0.0,2.0,3.0,1.0,2.0,3.25
2025,BM-61,0.0,2.0,3.0,2.0,2.0,3.75
2026,BN-61,2.0,2.0,3.0,2.0,2.0,4.35
2027,BO-61,3.0,2.0,2.0,2.0,2.0,4.4
2028,BP-61,1.0,1.0,2.0,1.0,2.0,2.8
2029,BQ-61,4.0,3.0,1.0,2.0,3.0,5.45
2030,BR-61,4.0,1.0,1.0,1.0,3.0,3.95
2031,BS-61,4.0,0.0,0.0,0.0,3.0,2.7
2032,BT-61,3.0,3.0,1.0,2.0,3.0,5.15
2033,BU-61,4.0,2.0,2.0,4.0,3.0,6.2
2034,BV-61,2.0,2.0,2.0,2.0,3.0,4.6
2035,BW-61,1.0,0.0,0.0,1.0,3.0,2.3
2036,BX-61,4.0,2.0,1.0,0.0,3.0,3.95
2037,BY-61,2.0,2.0,2.0,3.0,3.0,5.1
2038,BZ-61,1.0,2.0,2.0,1.0,3.0,3.8
2039,CA-61,2.0,2.0,2.0,1.0,2.0,3.6
2040,CB-61,1.0,1.0,2.0,1.0,2.0,2.8
2041,CC-61,0.0,1.0,3.0,1.0,1.0,2.25
2042,CD-61,0.0,1.0,2.0,1.0,0.0,1.5
2043,CF-61,0.0,2.0,4.0,0.0,0.0,2.0
2044,CI-61,1.0,2.0,2.0,1.0,0.0,2.3
2045,CJ-61,1.0,2.0,2.0,2.0,0.0,2.8
2046,CL-61,0.0,1.0,2.0,0.0,0.0,1.0
2047,CM-61,0.0,1.0,3.0,0.0,0.0,1.25
2048,CN-61,1.0,2.0,2.0,0.0,0.0,1.8
2049,CO-61,0.0,2.0,2.0,0.0,0.0,1.5
2050,CP-61,0.0,1.0,2.0,0.0,0.0,1.0
2051,CQ-61,0.0,1.0,1.0,0.0,0.0,0.75
2052,BN-65,0.0,0.0,0.0,0.0,3.0,1.5
2053,CC-65,0.0,2.0,3.0,1.0,0.0,2.25
2054,CF-65,0.0,1.0,2.0,0.0,0.0,1.0
2055,CI-65,0.0,1.0,2.0,0.0,0.0,1.0
2056,CJ-65,0.0,1.0,2.0,0.0,0.0,1.0
2057,CL-65,0.0,1.0,2.0,1.0,0.0,1.5
2058,CM-65,0.0,1.0,2.0,1.0,0.0,1.5
2059,CP-65,0.0,1.0,1.0,0.0,0.0,0.75
2060,CQ-65,0.0,1.0,1.0,0.0,0.0,0.75
2061,CR-65,0.0,1.0,1.0,0.0,0.0,0.75
2062,CS-65,0.0,1.0,1.0,0.0,0.0,0.75
2063,CT-65,0.0,1.0,1.0,0.0,0.0,0.75
2064,CW-65,0.0,1.0,1.0,0.0,0.0,0.75
2065,CX-65,0.0,1.0,1.0,0.0,0.0,0.75
2066,CY-65,0.0,0.0,0.0,0.0,0.0,0.0
2067,DB-65,0.0,1.0,2.0,0.0,0.0,1.0
2068,DC-65,0.0,0.0,0.0,0.0,0.0,0.0
2069,DF-65,0.0,1.0,1.0,0.0,0.0,0.75
2070,DG-65,0.0,1.0,0.0,0.0,0.0,0.5
2071,DH-65,0.0,0.0,0.0,0.0,0.0,0.0
2072,DI-65,0.0,0.0,0.0,0.0,0.0,0.0
2073,DJ-65,0.0,0.0,0.0,0.0,0.0,0.0
2074,DK-65,0.0,0.0,0.0,0.0,0.0,0.0
2075,DL-65,0.0,0.0,0.0,0.0,0.0,0.0
2076,DM-65,0.0,0.0,0.0,0.0,0.0,0.0
2077,DN-65,0.0,0.0,0.0,0.0,0.0,0.0
2078,DO-65,0.0,0.0,0.0,0.0,0.0,0.0
2079,DP-65,0.0,0.0,0.0,0.0,0.0,0.0
2080,DQ-65,0.0,0.0,0.0,0.0,0.0,0.0
2081,DR-65,0.0,0.0,0.0,0.0,0.0,0.0
2082,DS-65,0.0,0.0,0.0,0.0,0.0,0.0
2083,DT-65,0.0,0.0,0.0,0.0,0.0,0.0
2084,DU-65,0.0,0.0,0.0,0.0,0.0,0.0
2085,DV-65,0.0,0.0,0.0,0.0,0.0,0.0
2086,DW-65,0.0,0.0,0.0,0.0,0.0,0.0
